"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","type"
"5428",6.3,0.4,0.24,5.1,36,43,131,0.99186,3.24,0.44,11.3,"medium","w"
"5429",7.1,0.44,0.23,5.8,35,24,100,0.99062,3.15,0.57,13.2,"good","w"
"5430",4.8,0.26,0.23,10.6,34,23,111,0.99274,3.46,0.28,11.5,"good","w"
"5431",6.8,0.31,0.19,3.5,86,30,130,993,2.83,0.44,9.6,"medium","w"
"5432",6.8,0.31,0.19,3.5,86,30,130,993,2.83,0.44,9.6,"medium","w"
"5433",7,0.15,0.29,16.4,58,45,110,0.9978,3.15,0.37,9.7,"medium","w"
"5434",6.5,0.41,0.22,4.8,52,49,142,0.9946,3.14,0.62,9.2,"medium","w"
"5435",6.2,0.31,0.23,3.3,52,34,113,0.99429,3.16,0.48,8.4,"medium","w"
"5436",8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,"medium","w"
"5437",8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,"medium","w"
"5438",6.5,0.41,0.22,4.8,52,49,142,0.9946,3.14,0.62,9.2,"medium","w"
"5439",6.2,0.31,0.23,3.3,52,34,113,0.99429,3.16,0.48,8.4,"medium","w"
"5440",6.7,0.37,0.25,2.5,28,24,84,0.9909,3.14,0.36,11.7,"medium","w"
"5441",6.6,0.21,0.5,8.7,36,41,191,0.99294,2.96,0.56,11,"medium","w"
"5442",7.5,0.26,0.31,1.6,32,36,109,0.99044,2.97,0.43,11.9,"medium","w"
"5443",7.5,0.34,0.28,4,28,46,100,0.98958,3.2,0.5,13.2,"good","w"
"5444",6.7,0.37,0.25,2.5,28,24,84,0.9909,3.14,0.36,11.7,"medium","w"
"5445",6.4,0.32,0.23,16.2,55,36,176,0.9986,3.26,0.54,9.1,"medium","w"
"5446",6.7,0.24,0.32,9,23,20,109,0.99262,3.34,0.35,12.6,"medium","w"
"5447",6.4,0.32,0.23,16.2,55,36,176,0.9986,3.26,0.54,9.1,"medium","w"
"5448",7.1,0.39,0.79,1.4,194,23,90,0.99212,3.17,0.46,10.5,"medium","w"
"5449",8.2,0.31,0.43,7,47,18,87,0.99628,3.23,0.64,10.6,"medium","w"
"5450",6.7,0.24,0.32,9,23,20,109,0.99262,3.34,0.35,12.6,"medium","w"
"5451",5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,"good","w"
"5452",5.9,0.2,0.23,1.5,37,38,93,0.99021,3.36,0.49,12,"medium","w"
"5453",6.6,0.32,0.26,4.6,31,26,120,0.99198,3.4,0.73,12.5,"good","w"
"5454",5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,"medium","w"
"5455",5.9,0.18,0.29,4.6,32,68,137,0.99159,3.21,0.38,11.3,"medium","w"
"5456",5.9,0.2,0.23,1.5,37,38,93,0.99021,3.36,0.49,12,"medium","w"
"5457",5.4,0.17,0.27,2.7,49,28,104,0.99224,3.46,0.55,10.3,"medium","w"
"5458",6.1,0.21,0.3,6.3,39,47,136,0.99068,3.27,0.31,12.7,"medium","w"
"5459",7.3,0.25,0.26,7.2,48,52,207,0.99587,3.12,0.37,9.2,"medium","w"
"5460",7.3,0.25,0.26,7.2,48,52,207,0.99587,3.12,0.37,9.2,"medium","w"
"5461",6.2,0.22,0.3,12.4,54,108,152,0.99728,3.1,0.47,9.5,"medium","w"
"5462",6.5,0.27,0.19,6.6,45,98,175,0.99364,3.16,0.34,10.1,"medium","w"
"5463",6.5,0.27,0.19,6.6,45,98,175,0.99364,3.16,0.34,10.1,"medium","w"
"5464",6.6,0.39,0.22,4,38,17,98,0.99018,3.25,0.53,13,"good","w"
"5465",6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,"medium","w"
"5466",8.4,0.23,0.32,1.3,48,59,113,0.99178,3.1,0.55,11,"medium","w"
"5467",7.3,0.25,0.26,7.2,48,52,207,0.99587,3.12,0.37,9.2,"medium","w"
"5468",6,0.22,0.25,11.1,56,112,177,0.9961,3.08,0.36,9.4,"medium","w"
"5469",6.2,0.22,0.3,12.4,54,108,152,0.99728,3.1,0.47,9.5,"medium","w"
"5470",6.1,0.23,0.27,9.8,55,74,134,0.99534,3.16,0.4,10.2,"medium","w"
"5471",6.5,0.27,0.19,6.6,45,98,175,0.99364,3.16,0.34,10.1,"medium","w"
"5472",7.3,0.36,0.54,13.3,54,63,193,0.99864,3.06,0.49,8.6,"poor","w"
"5473",7.6,0.37,0.51,11.7,94,58,181,0.99776,2.91,0.51,9,"medium","w"
"5474",6.7,0.26,0.51,8,62,50,194,0.99545,3.13,0.5,9.6,"medium","w"
"5475",7.4,0.22,0.27,1.6,57,45,98,0.99299,3.29,0.44,9.9,"good","w"
"5476",6.1,0.22,0.28,16.55,59,54,135,0.99665,3.2,0.38,10.5,"medium","w"
"5477",7.1,0.28,0.31,1.5,53,20,98,0.99069,3.15,0.5,11.4,"medium","w"
"5478",6.5,0.35,0.31,10.2,69,58,170,0.99692,3.18,0.49,9.4,"medium","w"
"5479",6.8,0.73,0.2,6.6,54,25,65,0.99324,3.12,0.28,11.1,"poor","w"
"5480",6,0.28,0.24,17.8,47,42,111,0.99896,3.1,0.45,8.9,"medium","w"
"5481",6,0.28,0.24,17.8,47,42,111,0.99896,3.1,0.45,8.9,"medium","w"
"5482",7.1,0.2,0.37,1.5,49,28,129,0.99226,3.15,0.52,10.8,"medium","w"
"5483",6.8,0.33,0.31,7.4,45,34,143,0.99226,3.06,0.55,12.2,"medium","w"
"5484",6,0.28,0.24,17.8,47,42,111,0.99896,3.1,0.45,8.9,"medium","w"
"5485",7.2,0.24,0.36,2,29,21,63,0.99076,3.13,0.63,12.5,"medium","w"
"5486",6.8,0.33,0.31,7.4,45,34,143,0.99226,3.06,0.55,12.2,"medium","w"
"5487",7.2,0.24,0.36,2,29,21,63,0.99076,3.13,0.63,12.5,"medium","w"
"5488",6,0.28,0.24,17.8,47,42,111,0.99896,3.1,0.45,8.9,"medium","w"
"5489",6.2,0.27,0.26,12.1,46,43,127,0.9951,3.16,0.37,10.8,"medium","w"
"5490",6.4,0.38,0.26,8.2,43,28,98,0.99234,2.99,0.31,11.4,"medium","w"
"5491",7.1,0.2,0.37,1.5,49,28,129,0.99226,3.15,0.52,10.8,"medium","w"
"5492",6,0.21,0.3,8.7,36,47,127,0.99368,3.18,0.39,10.6,"medium","w"
"5493",7,0.34,0.1,3.5,44,17,63,0.9937,3.01,0.39,9.2,"medium","w"
"5494",5.9,435,0.16,6.4,31,21,134,0.99151,3.24,0.46,12.2,"medium","w"
"5495",7,0.25,0.33,2.1,21,17,76,0.99021,3.26,0.45,12.3,"medium","w"
"5496",6.7,0.26,0.29,7.7,38,40,179,0.99479,3.23,0.56,10.4,"medium","w"
"5497",7,0.24,0.3,12.3,35,72,172,0.9954,2.99,0.57,10.4,"medium","w"
"5498",8.5,0.23,0.34,1.3,35,54,110,0.99176,3.07,0.55,11,"good","w"
"5499",6,0.21,0.3,8.7,36,47,127,0.99368,3.18,0.39,10.6,"medium","w"
"5500",7,0.34,0.1,3.5,44,17,63,0.9937,3.01,0.39,9.2,"medium","w"
"5501",4.8,0.65,0.12,1.1,13,4,10,0.99246,3.32,0.36,13.5,"poor","w"
"5502",6.1,0.22,0.38,2.8,144,12,65,0.9908,2.95,0.64,11.4,"medium","w"
"5503",5.8,0.27,0.26,3.5,71,26,69,0.98994,3.1,0.38,11.5,"medium","w"
"5504",5,455,0.18,1.9,36,33,106,0.98746,3.21,0.83,14,"good","w"
"5505",6.5,0.33,0.3,3.8,36,34,88,0.99028,3.25,0.63,12.5,"good","w"
"5506",6.5,0.33,0.3,3.8,36,34,88,0.99028,3.25,0.63,12.5,"good","w"
"5507",6.7,0.31,0.3,2.4,38,30,83,0.98867,3.09,0.36,12.8,"good","w"
"5508",6.2,0.39,0.24,4.8,37,45,138,0.99174,3.23,0.43,11.2,"good","w"
"5509",6.2,0.39,0.24,4.8,37,45,138,0.99174,3.23,0.43,11.2,"good","w"
"5510",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,"medium","w"
"5511",7.2,0.23,0.82,1.3,149,70,109,0.99304,2.93,0.42,9.2,"medium","w"
"5512",6.5,0.33,0.3,3.8,36,34,88,0.99028,3.25,0.63,12.5,"good","w"
"5513",7.2,0.25,0.32,1.5,54,24,105,0.99154,3.17,0.48,11.1,"medium","w"
"5514",6.2,0.39,0.24,4.8,37,45,138,0.99174,3.23,0.43,11.2,"good","w"
"5515",4.7,455,0.18,1.9,36,33,106,0.98746,3.21,0.83,14,"good","w"
"5516",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,"medium","w"
"5517",6.2,0.28,0.51,7.9,56,49,206,0.9956,3.18,0.52,9.4,"medium","w"
"5518",6.4,0.35,0.28,1.6,37,31,113,0.98779,3.12,0.4,14.2,"good","w"
"5519",6.6,0.31,0.28,1.4,35,28,107,0.98836,3,0.4,13.2,"medium","w"
"5520",7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,"medium","w"
"5521",7.3,0.36,0.34,14.8,57,46,173,0.99751,3.14,0.57,10.2,"medium","w"
"5522",6.7,0.31,0.3,2.4,38,30,83,0.98867,3.09,0.36,12.8,"good","w"
"5523",8.6,0.31,0.3,0.9,45,16,109,0.99249,2.95,0.39,10.1,"medium","w"
"5524",8.6,0.31,0.3,0.9,45,16,109,0.99249,2.95,0.39,10.1,"medium","w"
"5525",8.6,0.22,0.33,1.2,31,38,95,0.99239,2.83,0.31,10.3,"medium","w"
"5526",6.9,0.14,0.29,9.9,56,30,91,0.99512,3.19,0.33,9.9,"medium","w"
"5527",6.5,0.22,0.31,3.9,46,17,106,0.99098,3.15,0.31,11.5,"medium","w"
"5528",6.6,0.32,0.47,15.6,63,27,173,0.99872,3.18,0.56,9,"medium","w"
"5529",6.6,0.32,0.47,15.6,63,27,173,0.99872,3.18,0.56,9,"medium","w"
"5530",6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,"medium","w"
"5531",6.2,0.3,0.28,1.6,36,28,106,0.988245,3.14,0.41,13.3,"medium","w"
"5532",6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,"good","w"
"5533",8.7,0.31,0.21,5.6,39,28,67,0.99328,2.96,0.52,11,"poor","w"
"5534",7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,"medium","w"
"5535",7,0.46,0.2,16.7,46,50,184,0.99898,3.08,0.56,9.4,"medium","w"
"5536",5.7,0.23,0.25,7.95,42,16,108,0.99486,3.44,0.61,10.3,"medium","w"
"5537",6.5,0.36,0.36,6.7,185,51.5,151,0.99528,3.17,0.42,9.3,"medium","w"
"5538",8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,"medium","w"
"5539",6.2,0.27,0.32,6.3,48,47,159,0.99282,3.21,0.6,11,"medium","w"
"5540",6.9,0.4,0.37,8.9,53,36,148,996,3.16,0.5,9.3,"medium","w"
"5541",4.9,345,0.34,1,68,32,143,0.99138,3.24,0.4,10.1,"medium","w"
"5542",7.2,0.23,0.39,1.5,53,26,106,0.99166,3.18,0.47,11.1,"medium","w"
"5543",6.4,0.2,0.15,6.6,46,26,113,0.99408,2.99,0.58,9.9,"medium","w"
"5544",6.1,0.27,0.32,6.2,48,47,161,0.99281,3.22,0.6,11,"medium","w"
"5545",6.2,0.27,0.32,6.3,48,47,159,0.99282,3.21,0.6,11,"medium","w"
"5546",6,0.3,0.33,2.1,42,31,127,0.98964,3.32,0.42,12.5,"medium","w"
"5547",6.1,0.3,0.32,2.2,42,41,142,0.98952,3.31,0.44,12.7,"good","w"
"5548",5.7,0.14,0.3,5.4,45,26,105,0.99469,3.32,0.45,9.3,"medium","w"
"5549",6.9,0.4,0.37,8.9,53,36,148,996,3.16,0.5,9.3,"medium","w"
"5550",4.9,345,0.34,1,68,32,143,0.99138,3.24,0.4,10.1,"medium","w"
"5551",6.3,0.33,0.2,17.9,66,36,161,0.9991,3.14,0.51,8.8,"medium","w"
"5552",7,0.16,0.3,2.6,43,34,90,0.99047,2.88,0.47,11.2,"medium","w"
"5553",8.4,0.22,0.3,1.3,38,45,122,0.99178,3.13,0.54,10.8,"good","w"
"5554",6.3,0.33,0.2,17.9,66,36,161,0.9991,3.14,0.51,8.8,"medium","w"
"5555",7,0.16,0.3,2.6,43,34,90,0.99047,2.88,0.47,11.2,"medium","w"
"5556",5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,"medium","w"
"5557",7.7,0.31,0.36,4.3,26,15,87,0.99152,3.11,0.48,12,"medium","w"
"5558",5.6,185,0.19,7.1,48,36,110,0.99438,3.26,0.41,9.5,"medium","w"
"5559",5.6,185,0.19,7.1,48,36,110,0.99438,3.26,0.41,9.5,"medium","w"
"5560",6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,"medium","w"
"5561",7.6,0.39,0.46,11.7,84,55,170,0.99773,2.91,0.51,9,"medium","w"
"5562",7.2,0.58,0.27,5.8,32,40,118,0.99088,3.17,0.53,13,"good","w"
"5563",6,0.34,0.32,3.8,44,13,116,0.99108,3.39,0.44,11.8,"good","w"
"5564",7.5,0.35,0.48,12.4,56,61,176.5,0.99803,2.97,0.52,8.8,"medium","w"
"5565",7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,"poor","w"
"5566",5.4,185,0.19,7.1,48,36,110,0.99438,3.26,0.41,9.5,"medium","w"
"5567",6.3,0.27,0.51,7.6,49,35,200,0.99548,3.16,0.54,9.4,"poor","w"
"5568",6.5,0.29,0.52,7.9,49,35,192,0.99551,3.16,0.51,9.5,"medium","w"
"5569",6.4,0.17,0.3,2.8,34,33,125,0.99152,3.03,0.49,10.4,"medium","w"
"5570",6.7,0.18,0.31,10.6,35,42,143,0.99572,3.08,0.49,9.8,"good","w"
"5571",6.4,0.17,0.3,2.8,34,33,125,0.99152,3.03,0.49,10.4,"medium","w"
"5572",6.8,0.37,0.67,1.5,175,16,98,0.99244,3.06,0.56,10.3,"medium","w"
"5573",6.3,0.27,0.51,7.6,49,35,200,0.99548,3.16,0.54,9.4,"poor","w"
"5574",6.5,0.29,0.52,7.9,49,35,192,0.99551,3.16,0.51,9.5,"medium","w"
"5575",6.1,0.24,0.26,1.7,33,61,134,0.9903,3.19,0.81,11.9,"good","w"
"5576",7,0.32,0.29,7.6,25,35,124,0.99162,3.15,0.65,12.8,"good","w"
"5577",6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,"medium","w"
"5578",6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,"good","w"
"5579",6.5,0.29,0.52,1.7,34,41,193,0.99223,3.25,0.59,10.4,"medium","w"
"5580",6.1,0.22,0.25,12.1,35,54,135,0.99481,3.21,0.4,10.7,"medium","w"
"5581",6.3,0.22,0.27,4.5,36,81,157,0.9928,3.05,0.76,10.7,"good","w"
"5582",6.1,0.24,0.26,1.7,33,61,134,0.9903,3.19,0.81,11.9,"good","w"
"5583",5.6,0.23,0.25,8,43,31,101,0.99429,3.19,0.42,10.4,"medium","w"
"5584",7,0.32,0.29,7.6,25,35,124,0.99162,3.15,0.65,12.8,"good","w"
"5585",6.8,0.11,0.27,8.6,44,45,104,0.99454,3.2,0.37,9.9,"medium","w"
"5586",6.8,0.11,0.27,8.6,44,45,104,0.99454,3.2,0.37,9.9,"medium","w"
"5587",7.3,0.23,0.41,14.6,48,73,223,0.99863,3.16,0.71,9.4,"medium","w"
"5588",6.1,0.2,0.17,1.6,48,46,129,991,3.3,0.43,11.4,"medium","w"
"5589",6.8,0.11,0.27,8.6,44,45,104,0.99454,3.2,0.37,9.9,"medium","w"
"5590",7.3,0.23,0.41,14.6,48,73,223,0.99863,3.16,0.71,9.4,"medium","w"
"5591",6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,"medium","w"
"5592",6.7,0.19,0.32,3.7,41,26,76,0.99173,2.9,0.57,10.5,"good","w"
"5593",6.7,0.28,0.34,8.9,48,32,111,0.99455,3.25,0.54,11,"good","w"
"5594",6.7,0.28,0.34,8.9,48,32,111,0.99455,3.25,0.54,11,"good","w"
"5595",8,0.37,0.31,4.7,38,3,127,0.99186,2.9,0.72,12.1,"medium","w"
"5596",6.7,0.28,0.34,8.9,48,32,111,0.99455,3.25,0.54,11,"good","w"
"5597",6,0.26,0.29,3.1,41,37,144,0.98944,3.22,0.39,12.8,"good","w"
"5598",6.4,0.24,0.49,5.8,53,25,120,0.9942,3.01,0.98,10.5,"medium","w"
"5599",6.4,0.24,0.49,5.8,53,25,120,0.9942,3.01,0.98,10.5,"medium","w"
"5600",6.4,0.24,0.49,5.8,53,25,120,0.9942,3.01,0.98,10.5,"medium","w"
"5601",6.4,0.25,0.57,1,62,21,122,0.99238,3,0.4,9.5,"medium","w"
"5602",6.1,0.25,0.48,15.8,52,25,94,0.99782,3.07,0.45,9.2,"medium","w"
"5603",6.8,0.14,0.35,1.5,47,40,117,0.99111,3.07,0.72,11.1,"medium","w"
"5604",6.5,0.38,0.26,5.2,42,33,112,0.99067,3.06,0.5,12.3,"good","w"
"5605",6.8,0.14,0.35,1.5,47,40,117,0.99111,3.07,0.72,11.1,"medium","w"
"5606",5.4,0.15,0.32,2.5,37,10,51,0.98878,3.04,0.58,12.6,"medium","w"
"5607",6.4,0.25,0.57,1,62,21,122,0.99238,3,0.4,9.5,"medium","w"
"5608",6.1,0.25,0.48,15.8,52,25,94,0.99782,3.07,0.45,9.2,"medium","w"
"5609",6.8,0.22,0.32,5.9,54,40,152,0.9938,3.2,0.57,10.8,"medium","w"
"5610",7.2,0.21,0.29,3.1,44,39,122,0.99143,3,0.6,11.3,"medium","w"
"5611",6,0.26,0.29,3.1,41,37,144,0.98944,3.22,0.39,12.8,"good","w"
"5612",6.4,0.24,0.49,5.8,53,25,120,0.9942,3.01,0.98,10.5,"medium","w"
"5613",6.5,0.46,0.24,11.5,51,56,171,0.99588,3.08,0.56,9.8,"medium","w"
"5614",6.5,0.18,0.48,18,54,56,183,1.00038,2.98,0.61,8.5,"medium","w"
"5615",6.2,0.32,0.12,4.8,54,6,97,0.99424,3.16,0.5,9.3,"medium","w"
"5616",7.2,0.4,0.24,8.5,55,45,151,0.99626,3.2,0.52,9.2,"medium","w"
"5617",5.9,0.23,0.24,1.6,37,32,115,0.99076,3.21,0.51,11.4,"medium","w"
"5618",6.4,0.18,0.48,18,54,56,183,1.00038,2.98,0.61,8.5,"medium","w"
"5619",6.2,0.32,0.12,4.8,54,6,97,0.99424,3.16,0.5,9.3,"medium","w"
"5620",6.4,0.37,0.12,5.9,56,6,91,0.99536,3.06,0.46,8.4,"poor","w"
"5621",7,0.23,0.42,1.1,62,35,100,0.99318,3.04,0.4,9.2,"medium","w"
"5622",7.2,0.4,0.24,8.5,55,45,151,0.99626,3.2,0.52,9.2,"medium","w"
"5623",7.6,0.19,0.37,13.1,33,52,151,0.99726,3.18,0.79,10.4,"medium","w"
"5624",6,0.28,0.27,4.1,46,50,147,0.99126,3.27,0.56,11.6,"medium","w"
"5625",6.2,0.32,0.45,2.9,29,37,94,0.98998,3.25,0.6,12.4,"medium","w"
"5626",7.6,0.19,0.37,13.1,33,52,151,0.99726,3.18,0.79,10.4,"medium","w"
"5627",6.4,0.26,0.26,1.1,52,22,176,0.99304,3.09,0.54,9.3,"medium","w"
"5628",5.9,0.25,0.27,1.5,29,37,81,0.9892,3.2,0.46,12.2,"medium","w"
"5629",6.1,0.28,0.3,7.75,31,33,139,0.99296,3.22,0.46,11,"medium","w"
"5630",6.9,0.19,0.38,1.15,23,30,105,0.99047,3.11,0.38,11.4,"medium","w"
"5631",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,"medium","w"
"5632",6.8,0.27,0.22,17.8,34,16,116,0.9989,3.07,0.53,9.2,"medium","w"
"5633",7.5,0.26,0.38,5.7,21,23,125,0.99338,3.13,0.62,11.1,"medium","w"
"5634",6.8,0.27,0.22,17.8,34,16,116,0.9989,3.07,0.53,9.2,"medium","w"
"5635",6.4,0.2,0.22,7.4,32,53,172,0.99404,3.24,0.58,11,"medium","w"
"5636",7.3,0.33,0.22,1.4,41,40,177,0.99287,3.14,0.48,9.9,"medium","w"
"5637",7.3,0.34,0.22,1.4,44,43,176,0.99286,3.14,0.46,9.9,"medium","w"
"5638",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,"medium","w"
"5639",6.1,1.1,0.16,4.4,33,8,109,0.99058,3.35,0.47,12.4,"poor","w"
"5640",6.3,0.24,0.29,1.6,52,48,185,0.9934,3.21,0.5,9.4,"medium","w"
"5641",6.2,0.24,0.22,7.9,53,45,149,0.99545,3.23,0.52,9.3,"medium","w"
"5642",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"good","w"
"5643",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"good","w"
"5644",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"good","w"
"5645",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"good","w"
"5646",7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,"good","w"
"5647",6.9,0.19,0.35,13.5,38,49,118,0.99546,3,0.63,10.7,"medium","w"
"5648",6.9,0.19,0.35,13.5,38,49,118,0.99546,3,0.63,10.7,"medium","w"
"5649",6.8,0.16,0.36,1.3,34,32,98,0.99058,3.02,0.58,11.3,"medium","w"
"5650",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"good","w"
"5651",6.8,0.3,0.27,11.6,28,22,97,0.99314,2.96,0.38,11.7,"medium","w"
"5652",6.2,0.24,0.22,7.9,53,45,149,0.99545,3.23,0.52,9.3,"medium","w"
"5653",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"good","w"
"5654",7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,"good","w"
"5655",6.8,0.3,0.27,11.6,28,22,97,0.99314,2.96,0.38,11.7,"medium","w"
"5656",6.5,0.43,0.18,13.15,32,25,131,0.99565,3.23,0.51,10.7,"medium","w"
"5657",6.6,0.17,0.36,1.9,36,38,110,0.99056,3.05,0.54,11.4,"medium","w"
"5658",6.9,0.19,0.35,13.5,38,49,118,0.99546,3,0.63,10.7,"medium","w"
"5659",6.8,0.16,0.36,1.3,34,32,98,0.99058,3.02,0.58,11.3,"medium","w"
"5660",6.4,0.41,0.01,6.1,48,20,70,0.99362,3.19,0.42,10,"medium","w"
"5661",6.4,0.41,0.01,6.1,48,20,70,0.99362,3.19,0.42,10,"medium","w"
"5662",7.4,0.36,0.32,1.9,36,27,119,0.99196,3.15,0.49,11.2,"medium","w"
"5663",6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,"medium","w"
"5664",5.5,0.28,0.21,1.6,32,23,85,0.99027,3.42,0.42,12.5,"medium","w"
"5665",6.6,0.5,0.26,11.3,29,32,110,0.99302,3.27,0.78,12.9,"good","w"
"5666",7.1,0.44,0.27,8.4,57,60,160,0.99257,3.16,0.36,11.8,"medium","w"
"5667",6.9,0.38,0.28,8.3,62,22,166,0.99506,3.16,0.72,10.6,"medium","w"
"5668",7.1,0.44,0.27,8.4,57,60,160,0.99257,3.16,0.36,11.8,"medium","w"
"5669",6.2,0.24,0.28,12.2,49,54,133,0.9952,3.19,0.37,10.7,"medium","w"
"5670",6.1,0.28,0.27,8,48,41,162,0.99498,3.21,0.51,9.9,"medium","w"
"5671",7.6,0.26,0.32,1.3,48,23,76,0.9903,2.96,0.46,12,"medium","w"
"5672",7.5,0.16,0.38,12.7,43,70.5,163,0.99706,3.15,0.82,10.4,"good","w"
"5673",6.5,0.36,0.16,1.3,54,11,107,0.99398,3.19,0.39,8.5,"medium","w"
"5674",6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,"poor","w"
"5675",5.7,0.25,0.26,12.5,49,52.5,120,0.99691,3.08,0.45,9.4,"medium","w"
"5676",7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,"medium","w"
"5677",5.7,0.25,0.21,1.5,44,21,108,0.99142,3.3,0.59,11,"medium","w"
"5678",5.8,0.23,0.21,1.5,44,21,110,0.99138,3.3,0.57,11,"medium","w"
"5679",5.4,265,0.28,7.8,52,27,91,0.99432,3.19,0.38,10.4,"medium","w"
"5680",5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,"medium","w"
"5681",5.7,0.25,0.26,12.5,49,52.5,106,0.99691,3.08,0.45,9.4,"medium","w"
"5682",5.9,0.23,0.28,8.6,46,37,142,0.99432,3.23,0.53,10.6,"medium","w"
"5683",6.2,0.3,0.32,1.2,52,32,185,0.99266,3.28,0.44,10.1,"medium","w"
"5684",6.5,0.33,0.24,14.5,48,20,96,0.99456,3.06,0.3,11.5,"good","w"
"5685",7.4,0.26,0.29,3.7,48,14,73,0.9915,3.06,0.45,11.4,"medium","w"
"5686",7,0.2,0.4,1.1,58,30,93,0.99322,3.03,0.38,9.2,"medium","w"
"5687",6.5,0.21,0.42,1.1,59,33,101,0.9927,3.12,0.38,9.7,"medium","w"
"5688",7.3,0.25,0.27,3.8,47,16,79,0.99173,3.07,0.46,11.3,"medium","w"
"5689",6.8,0.27,0.24,4.6,98,36,127,0.99412,3.15,0.49,9.6,"medium","w"
"5690",6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,"medium","w"
"5691",6.4,0.14,0.28,7.9,57,21,82,0.99425,3.26,0.36,10,"medium","w"
"5692",6.4,0.5,0.2,2.4,59,19,112,0.99314,3.18,0.4,9.2,"medium","w"
"5693",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,"medium","w"
"5694",6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,"good","w"
"5695",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,"medium","w"
"5696",8,0.25,0.35,1.1,54,13,136,0.99366,3.08,0.55,9.5,"medium","w"
"5697",6.4,0.14,0.28,7.9,57,21,82,0.99425,3.26,0.36,10,"medium","w"
"5698",6.6,0.21,0.34,5.6,46,30,140,0.99299,3.22,0.38,11,"medium","w"
"5699",6.4,0.5,0.2,2.4,59,19,112,0.99314,3.18,0.4,9.2,"medium","w"
"5700",6.3,0.29,0.23,14.2,37,24,99,0.99528,3.08,0.38,10.6,"medium","w"
"5701",6.9,0.37,0.23,9.5,57,54,166,0.99568,3.23,0.42,10,"medium","w"
"5702",6.9,0.37,0.23,9.5,57,54,166,0.99568,3.23,0.42,10,"medium","w"
"5703",5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,"good","w"
"5704",6.9,0.45,0.27,4.7,35,17,80,0.99058,3.12,0.36,12.5,"good","w"
"5705",6.9,0.3,0.45,1.4,39,36,122,0.99059,3.07,0.47,11.1,"good","w"
"5706",5.3,0.23,0.56,0.9,41,46,141,0.99119,3.16,0.62,9.7,"medium","w"
"5707",6.8,0.3,0.26,20.3,37,45,150,0.99727,3.04,0.38,12.3,"medium","w"
"5708",6.7,0.28,0.42,3.5,35,43,105,0.99021,3.18,0.38,12.2,"medium","w"
"5709",5,255,0.22,2.7,43,46,153,0.99238,3.75,0.76,11.3,"medium","w"
